Id	Label	type	date
1636_ilustracion1	1636_ilustracion1	text	1636
Calístrato	Calístrato	authority
Heliodoro	Heliodoro	authority
Luciano	Luciano	authority
Petronio Árbitro	Petronio Árbitro	authority
Estacio	Estacio	authority
Amores	Amores	authority
elegía	elegía	authority
Seneca	Seneca	authority
Catón	Catón	authority
Aristóteles	Aristóteles	authority
Lucrecio	Lucrecio	authority
Tasso	Tasso	authority
Galeno	Galeno	authority
Isidoro	Isidoro	authority
Ciceró,	Ciceró,	authority
Platón	Platón	authority
Ausonio	Ausonio	authority
Ennio	Ennio	authority
Teofrasto	Teofrasto	authority
Antonio de Mendoza	Antonio de Mendoza	authority
Aristeneo	Aristeneo	authority
Petronio	Petronio	authority
Casiodoro	Casiodoro	authority
Avicena	Avicena	authority
Celio Rodiginio	Celio Rodiginio	authority
Aulus Gellius	Aulus Gellius	authority
Pierius	Pierius	authority
Lactancio Firmiamo	Lactancio Firmiamo	authority
Tito Livio	Tito Livio	authority
padre Mariana	padre Mariana	authority
José Pellicer de Tovar	José Pellicer de Tovar	polemista
Lucilio	Lucilio	authority
		authority
Textor	Textor	authority
Clemente Alexandro	Clemente Alexandro	authority
Petronio Arbitro	Petronio Arbitro	authority
Jerónimo Mucio	Jerónimo Mucio	authority
Eurípides	Eurípides	authority
Higino	Higino	authority
Dionisio Halicarnaseo	Dionisio Halicarnaseo	authority
Silio Itálico	Silio Itálico	authority
Eneida	Eneida	authority
Manilio	Manilio	authority
Dionisio Halicarnaso	Dionisio Halicarnaso	authority
Alciato	Alciato	authority
Marón	Marón	authority
Fabio Quintiliano	Fabio Quintiliano	authority
Luis de la Cerda	Luis de la Cerda	authority
Lactancio Firmiano	Lactancio Firmiano	authority
Vegecio	Vegecio	authority
Justiniano	Justiniano	authority
Sexto Empírico	Sexto Empírico	authority
Lipsio	Lipsio	authority
Suárez	Suárez	authority
Andres de Languilara	Andres de Languilara	authority
Rodulfo Hospiniano Tubingense	Rodulfo Hospiniano Tubingense	authority
Laertio	Laertio	authority
Marco Varrón	Marco Varrón	authority
Agustín	Agustín	authority
Sexto Propercio	Sexto Propercio	authority
Polidoro Virgilio	Polidoro Virgilio	authority
Baruc	Baruc	authority
Minucio Félix	Minucio Félix	authority
Tertulio	Tertulio	authority
Ludovico Crisollio	Ludovico Crisollio	authority
Alonso Carranza	Alonso Carranza	authority
Amiano	Amiano	authority
Aulio Gelio	Aulio Gelio	authority
Polifemo	Polifemo	authority
Tristia	Tristia	authority
Conrado Gesnero	Conrado Gesnero	authority
Ulises Aldobrando	Ulises Aldobrando	authority
Pico	Pico	authority
Diego Niseno	Diego Niseno	authority
Pedro Bercorio	Pedro Bercorio	authority
Martín del Río	Martín del Río	authority
Catulo	Catulo	authority
Andrés Schoto	Andrés Schoto	authority
Jeremías Drexelio	Jeremías Drexelio	authority
Bernardo Bauhusio	Bernardo Bauhusio	authority
Juán de Solórzano	Juán de Solórzano	authority
Garcilaso	Garcilaso	authority
Ulpiano	Ulpiano	authority
Soledad primera	Soledad primera	authority
Mureto	Mureto	authority
Don Joseph Pellicer de Tovar	Don Joseph Pellicer de Tovar	polemista
Joseph	Joseph	polemista
Clemente Alejandrino	Clemente Alejandrino	authority
Antonio Cabreros Avendaño	Antonio Cabreros Avendaño	authority
Estobeo	Estobeo	authority
Suetonio	Suetonio	authority
Apiano	Apiano	authority
Cornelio Tácito	Cornelio Tácito	authority
Laguna	Laguna	authority
Covarrubias	Covarrubias	authority
Juan Botero	Juan Botero	authority
Tertuliano	Tertuliano	authority
Macrobio	Macrobio	authority
Prudencio	Prudencio	authority
Dierum genialium	Dierum genialium	authority
Budeo	Budeo	authority
Antonio Augustino	Antonio Augustino	authority
Joseph Pellicer	Joseph Pellicer	polemista
Tasone	Tasone	authority
Pues, ¿no será bien reprehender a Horacio de que en este lugar que es tan grave, como se ve, compare a los amantes a los niños que juegan a labrar casitas y poner dos ratones en lugar de caballos a los cochecitos y andan a caballo en unas cañas? Porque los enamorados, aunque viejos, tienen las propiedades de los niños, y siempre los poetas han de buscar los ejemplos adecuados a las personas de quien se habla. ¿Reprehenderemos tampoco al mismo Ovidio	Pues, ¿no será bien reprehender a Horacio de que en este lugar que es tan grave, como se ve, compare a los amantes a los niños que juegan a labrar casitas y poner dos ratones en lugar de caballos a los cochecitos y andan a caballo en unas cañas? Porque los enamorados, aunque viejos, tienen las propiedades de los niños, y siempre los poetas han de buscar los ejemplos adecuados a las personas de quien se habla. ¿Reprehenderemos tampoco al mismo Ovidio	authority
porque en aquella propia sátira, hablando de los que ven las faltas ajenas y no las propias (condición de necios), refiere el juguete de las mazas que se suelen poner unos a otros en las espaldas, costumbre que ha quedado a las carnestolendas en nuestro tiempos	porque en aquella propia sátira, hablando de los que ven las faltas ajenas y no las propias (condición de necios), refiere el juguete de las mazas que se suelen poner unos a otros en las espaldas, costumbre que ha quedado a las carnestolendas en nuestro tiempos	authority
? No, por cierto:	? No, por cierto:	authority
Mas, si este poema heroicómico fuese de estilo serio solamente y no tuviese mezcla del jocoso, no hubiera don Luis abatídose a tratar de este juego pueril, para huir la detracción de los críticos, de que no pudo librarse Ovidio en sus escritos	Mas, si este poema heroicómico fuese de estilo serio solamente y no tuviese mezcla del jocoso, no hubiera don Luis abatídose a tratar de este juego pueril, para huir la detracción de los críticos, de que no pudo librarse Ovidio en sus escritos	authority
, pues con llamarle Seneca el ingeniosísimo de los poetas, dice el mismo Seneca de él en el libro 3 de las	, pues con llamarle Seneca el ingeniosísimo de los poetas, dice el mismo Seneca de él en el libro 3 de las	authority
, capítulo 27, que habiendo escrito el diluvio de Deucalión	, capítulo 27, que habiendo escrito el diluvio de Deucalión	authority
,	,	authority
en el libro I de las	en el libro I de las	authority
, con palabras iguales a la grandeza del argumento (	, con palabras iguales a la grandeza del argumento (	authority
sicut illud pro magnitudine rei dixit	sicut illud pro magnitudine rei dixit	authority
)	)	authority
:	:	authority
redujo aquel ímpetu del ingenio y la materia a los juguetes más pueriles, cuidando de si nadaba el lobo entre las ovejas, si se llevaba el agua los leones	redujo aquel ímpetu del ingenio y la materia a los juguetes más pueriles, cuidando de si nadaba el lobo entre las ovejas, si se llevaba el agua los leones	authority
(	(	authority
Aunque añade Séneca	Aunque añade Séneca	authority
Y después:	Y después:	authority
Sidonio	Sidonio	authority
Erasmo	Erasmo	authority
San Ignacio	San Ignacio	authority
cardenal Cayetano	cardenal Cayetano	authority
Baronio	Baronio	authority
san Atanasio	san Atanasio	authority
Columela	Columela	authority
Marino	Marino	authority
Luis de La Cerda	Luis de La Cerda	authority
Jerónimo Mercurial	Jerónimo Mercurial	authority
Salmasio	Salmasio	authority
Apuleyo,	Apuleyo,	authority
Propercio,	Propercio,	authority
Celso	Celso	authority
Cicerón,	Cicerón,	authority
Trissino	Trissino	authority
Quintiliano	Quintiliano	authority
Hermógenes,	Hermógenes,	authority
Aulo Gelio	Aulo Gelio	authority
Favorino	Favorino	authority
Luciano,	Luciano,	authority
el príncipe de los oradores latinos	el príncipe de los oradores latinos	authority
Casiodoro,	Casiodoro,	authority
Diodoro Sículo,	Diodoro Sículo,	authority
Quintiliano,	Quintiliano,	authority
Heráclito Efesio	Heráclito Efesio	authority
Heraclito	Heraclito	authority
Laercio	Laercio	authority
Plutarco,	Plutarco,	authority
Clemente Alejandrino,	Clemente Alejandrino,	authority
Eusebio Cesariense,	Eusebio Cesariense,	authority
Cornelio Galo	Cornelio Galo	authority
Alciato,	Alciato,	authority
Petrarca	Petrarca	authority
Daniel Bárbaro	Daniel Bárbaro	authority
Aristófanes	Aristófanes	authority
Ángelo Policiano	Ángelo Policiano	authority
Virgilio,	Virgilio,	authority
Gregorio Hernández	Gregorio Hernández	authority
Aníbal Caro	Aníbal Caro	authority
don Luis,	don Luis,	authority
Caro	Caro	authority
Hernando de Herrera	Hernando de Herrera	authority
Boscán	Boscán	authority
Chiabrera	Chiabrera	authority
Rinaldi	Rinaldi	authority
don Luis	don Luis	authority
Ovidio,	Ovidio,	authority
don García de Salcedo Coronel	don García de Salcedo Coronel	polemista
don Joseph Pellicer de Tobar	don Joseph Pellicer de Tobar	polemista
don Martín de Angulo y Pulgar	don Martín de Angulo y Pulgar	polemista
Fabio Quintiliano,	Fabio Quintiliano,	authority
Antonio Possevino	Antonio Possevino	authority
Marcial,	Marcial,	authority
Gelio	Gelio	authority
Herrera	Herrera	authority
Jerónimo Ruceli	Jerónimo Ruceli	authority
Bembo	Bembo	authority
Sosipatro Charisio	Sosipatro Charisio	authority
Manuel Alvárez	Manuel Alvárez	authority
Dante	Dante	authority
Andrea Gilio	Andrea Gilio	authority
Homero	Homero	authority
Joaquín Camerario	Joaquín Camerario	authority
Horacio,	Horacio,	authority
Ludovico Valentiniano	Ludovico Valentiniano	authority
Antonio Nasse	Antonio Nasse	authority
Jorge de Montemayor	Jorge de Montemayor	authority
Gregorio Sivestre	Gregorio Sivestre	authority
Plinio,	Plinio,	authority
Plinio (	Plinio (	authority
Diógenes Laercio	Diógenes Laercio	authority
don Francisco Torreblanca Villalpando,	don Francisco Torreblanca Villalpando,	authority
Tibullo	Tibullo	authority
Catullo	Catullo	authority
José Pellicer	José Pellicer	polemista
Horacio Flacco,	Horacio Flacco,	authority
De amoribus	De amoribus	authority
Suetón	Suetón	authority
Oracio	Oracio	authority
Juan Esteban Menochio	Juan Esteban Menochio	authority
Valerio Flaco	Valerio Flaco	authority
OC317	La ciudad de Babilonia,	ref	1618
OC348	Al tronco de un verde mirto,	ref	1620
