Id	Label	type	date
OC78	Hoy es el sacro y venturoso día	ref	1590
OC310	Era la noche, en vez del manto obscuro	ref	1616
OC399	Ciudad gloriosa, cuyo excelso muro	ref	1624
OC206	Mañana sa Corpus Christa	ref	1609
OC207	¿A qué nos convidas, Bras	ref	1609
OC208	El pan que veis, soberano	ref	1609
OC209	A la dina dana dina, la dina dana	ref	1609
OC210	¿Qué comes, hombre? —¿Qué como?	ref	1609
OC211	Oveja perdida, ven	ref	1609
OC212	Alma niña, ¿quieres, di	ref	1609
OC295	Cuando toquen a los maitines,	ref	1615
OC296	No solo el campo nevado	ref	1615
OC297	Ven al portal, Mingo, ven;	ref	1615
OC298	¿A que tangem em Castella?	ref	1615
OC263	Cuántos silbos, cuántas voces	ref	1613
OC299	¿Cuál podréis, Judea, decir	ref	1615
OC300	Al gualete, hejo	ref	1615
OC301	Niño, si por lo que tienes	ref	1615
OC302	Esta noche un Amor nace,	ref	1615
OC303	¡Oh, qué vimo, Mangalena!	ref	1615
OC304	¿Qué gente, Pascual, qué gente?	ref	1615
OC305	¡Oh, qué verás, Carillejo,	ref	1615
OC291	La vidrïera mejor	ref	1615
OC284	Hojas de inciertos chopos el nevado	ref	1615
OC15	Al tramontar del sol la ninfa mía	ref	1582
OC234	El conde mi señor se fue a Napóles	ref	1611
OC374	El conde mi señor se va a Napóles	ref	1622
